,filename,region_shape_attributes
62,frame-62.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
63,frame-63.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
64,frame-64.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
65,frame-65.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
66,frame-66.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
67,frame-67.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
68,frame-68.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
69,frame-69.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
70,frame-70.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
71,frame-71.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
72,frame-72.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
73,frame-73.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
74,frame-74.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
75,frame-75.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
76,frame-76.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
77,frame-77.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
78,frame-78.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
79,frame-79.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
80,frame-80.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
81,frame-81.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
82,frame-82.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
83,frame-83.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
84,frame-84.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
85,frame-85.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
86,frame-86.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
87,frame-87.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
88,frame-88.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
89,frame-89.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
90,frame-90.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
91,frame-91.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
92,frame-92.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
93,frame-93.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
94,frame-94.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
95,frame-95.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
96,frame-96.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
97,frame-97.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
98,frame-98.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
99,frame-99.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
100,frame-100.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
101,frame-101.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
102,frame-102.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
103,frame-103.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
104,frame-104.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
105,frame-105.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
106,frame-106.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
107,frame-107.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
108,frame-108.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
109,frame-109.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
110,frame-110.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
111,frame-111.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
112,frame-112.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
113,frame-113.jpg,"{""name"":""point"",""cx"":51,""cy"":51}"
114,frame-114.jpg,"{""name"":""point"",""cx"":51,""cy"":51}"
115,frame-115.jpg,"{""name"":""point"",""cx"":49,""cy"":51}"
116,frame-116.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
117,frame-117.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
118,frame-118.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
119,frame-119.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
120,frame-120.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
121,frame-121.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
122,frame-122.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
123,frame-123.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
124,frame-124.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
125,frame-125.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
126,frame-126.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
127,frame-127.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
128,frame-128.jpg,"{""name"":""point"",""cx"":49,""cy"":50}"
129,frame-129.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
130,frame-130.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
131,frame-131.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
132,frame-132.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
133,frame-133.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
134,frame-134.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
135,frame-135.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
136,frame-136.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
137,frame-137.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
138,frame-138.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
139,frame-139.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
140,frame-140.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
141,frame-141.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
142,frame-142.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
143,frame-143.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
144,frame-144.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
145,frame-145.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
146,frame-146.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
147,frame-147.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
148,frame-148.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
149,frame-149.jpg,"{""name"":""point"",""cx"":51,""cy"":51}"
150,frame-150.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
151,frame-151.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
152,frame-152.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
153,frame-153.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
154,frame-154.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
155,frame-155.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
156,frame-156.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
157,frame-157.jpg,"{""name"":""point"",""cx"":49,""cy"":51}"
158,frame-158.jpg,"{""name"":""point"",""cx"":51,""cy"":51}"
159,frame-159.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
160,frame-160.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
161,frame-161.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
162,frame-162.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
163,frame-163.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
164,frame-164.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
165,frame-165.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
166,frame-166.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
167,frame-167.jpg,"{""name"":""point"",""cx"":51,""cy"":51}"
168,frame-168.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
169,frame-169.jpg,"{""name"":""point"",""cx"":51,""cy"":51}"
170,frame-170.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
171,frame-171.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
172,frame-172.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
173,frame-173.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
174,frame-174.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
175,frame-175.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
176,frame-176.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
177,frame-177.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
178,frame-178.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
179,frame-179.jpg,"{""name"":""point"",""cx"":49,""cy"":51}"
180,frame-180.jpg,"{""name"":""point"",""cx"":51,""cy"":51}"
181,frame-181.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
182,frame-182.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
183,frame-183.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
184,frame-184.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
185,frame-185.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
186,frame-186.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
187,frame-187.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
188,frame-188.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
189,frame-189.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
190,frame-190.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
191,frame-191.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
192,frame-192.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
193,frame-193.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
194,frame-194.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
195,frame-195.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
196,frame-196.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
197,frame-197.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
198,frame-198.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
199,frame-199.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
200,frame-200.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
201,frame-201.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
202,frame-202.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
203,frame-203.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
204,frame-204.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
205,frame-205.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
206,frame-206.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
207,frame-207.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
208,frame-208.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
209,frame-209.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
210,frame-210.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
211,frame-211.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
212,frame-212.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
213,frame-213.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
214,frame-214.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
215,frame-215.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
216,frame-216.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
217,frame-217.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
218,frame-218.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
219,frame-219.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
220,frame-220.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
221,frame-221.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
222,frame-222.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
223,frame-223.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
224,frame-224.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
225,frame-225.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
226,frame-226.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
227,frame-227.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
228,frame-228.jpg,"{""name"":""point"",""cx"":41,""cy"":48}"
229,frame-229.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
230,frame-230.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
231,frame-231.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
232,frame-232.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
233,frame-233.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
234,frame-234.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
235,frame-235.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
236,frame-236.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
237,frame-237.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
238,frame-238.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
239,frame-239.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
240,frame-240.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
241,frame-241.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
242,frame-242.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
243,frame-243.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
244,frame-244.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
245,frame-245.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
246,frame-246.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
247,frame-247.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
248,frame-248.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
249,frame-249.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
250,frame-250.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
251,frame-251.jpg,"{""name"":""point"",""cx"":50,""cy"":49}"
252,frame-252.jpg,"{""name"":""point"",""cx"":50,""cy"":49}"
253,frame-253.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
254,frame-254.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
255,frame-255.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
256,frame-256.jpg,"{""name"":""point"",""cx"":49,""cy"":50}"
257,frame-257.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
258,frame-258.jpg,"{""name"":""point"",""cx"":50,""cy"":51}"
259,frame-259.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
260,frame-260.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
261,frame-261.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
262,frame-262.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
263,frame-263.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
264,frame-264.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
265,frame-265.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
266,frame-266.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
267,frame-267.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
268,frame-268.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
269,frame-269.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
270,frame-270.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
271,frame-271.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
272,frame-272.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
273,frame-273.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
274,frame-274.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
275,frame-275.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
276,frame-276.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
277,frame-277.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
278,frame-278.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
279,frame-279.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
280,frame-280.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
281,frame-281.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
282,frame-282.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
283,frame-283.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
284,frame-284.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
285,frame-285.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
286,frame-286.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
287,frame-287.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
288,frame-288.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
289,frame-289.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
290,frame-290.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
291,frame-291.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
292,frame-292.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
293,frame-293.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
294,frame-294.jpg,"{""name"":""point"",""cx"":50,""cy"":49}"
295,frame-295.jpg,"{""name"":""point"",""cx"":49,""cy"":50}"
296,frame-296.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
297,frame-297.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
298,frame-298.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
299,frame-299.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
300,frame-300.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
301,frame-301.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
302,frame-302.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
303,frame-303.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
304,frame-304.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
305,frame-305.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
306,frame-306.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
307,frame-307.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
308,frame-308.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
309,frame-309.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
310,frame-310.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
311,frame-311.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
312,frame-312.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
313,frame-313.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
314,frame-314.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
315,frame-315.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
316,frame-316.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
317,frame-317.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
318,frame-318.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
319,frame-319.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
320,frame-320.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
321,frame-321.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
322,frame-322.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
323,frame-323.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
324,frame-324.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
325,frame-325.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
326,frame-326.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
327,frame-327.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
328,frame-328.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
329,frame-329.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
330,frame-330.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
331,frame-331.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
332,frame-332.jpg,"{""name"":""point"",""cx"":50,""cy"":49}"
333,frame-333.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
334,frame-334.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
335,frame-335.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
336,frame-336.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
337,frame-337.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
338,frame-338.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
339,frame-339.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
340,frame-340.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
341,frame-341.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
342,frame-342.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
343,frame-343.jpg,"{""name"":""point"",""cx"":50,""cy"":49}"
344,frame-344.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
345,frame-345.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
346,frame-346.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
347,frame-347.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
348,frame-348.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
349,frame-349.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
350,frame-350.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
351,frame-351.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
352,frame-352.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
353,frame-353.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
354,frame-354.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
355,frame-355.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
356,frame-356.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
357,frame-357.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
358,frame-358.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
359,frame-359.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
360,frame-360.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
361,frame-361.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
362,frame-362.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
363,frame-363.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
364,frame-364.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
365,frame-365.jpg,"{""name"":""point"",""cx"":51,""cy"":50}"
366,frame-366.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
367,frame-367.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
368,frame-368.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
369,frame-369.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
370,frame-370.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
371,frame-371.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
372,frame-372.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
373,frame-373.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
374,frame-374.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
375,frame-375.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
376,frame-376.jpg,"{""name"":""point"",""cx"":50,""cy"":50}"
